,PCA,Neighbors,Weights,P Integer,Mean CV Score,STD CV Score,Execution Time
2350,14,185,distance,2,0.7518509063058463,0.4319387931095375,172.400000333786
2351,17,85,distance,2,0.7684452387030891,0.4218259757502394,197.65900135040283
2352,7,27,distance,2,0.7809548123563952,0.41359931505477954,118.19299960136414
2353,1,33,distance,1,0.49604288996681134,0.49998434103498207,77.8530023097992
2354,19,191,distance,2,0.7508297166198621,0.43253260369641466,210.8050036430359
2355,2,11,distance,1,0.5986724534082206,0.49016706023395995,78.78500485420227
2356,13,35,distance,1,0.7832524891498596,0.4120291584225668,162.81599974632263
2357,16,73,uniform,2,0.7651263722236405,0.42391981169972653,186.52400016784668
2358,3,39,uniform,1,0.6579014551953025,0.4744124054524775,88.5590009689331
2359,15,179,distance,1,0.7536379882563186,0.4308918320336179,177.15400075912476
2360,2,149,distance,1,0.6323717130456983,0.4821594441523958,81.0479998588562
2361,6,145,uniform,2,0.7538932856778147,0.4307414531801224,109.24599957466125
2362,13,55,distance,2,0.7748276742404901,0.4176957618549212,162.05900359153748
2363,1,5,uniform,1,0.511871330099566,0.49985905165523126,75.66200065612793
2364,17,169,distance,1,0.7538932856778147,0.4307414531801224,193.07800316810608
2365,8,33,distance,2,0.7817207046208833,0.41307801271420025,125.4799976348877
2366,15,195,distance,1,0.7533826908348226,0.43104200721658753,177.28400135040283
2367,1,75,uniform,2,0.5621649221342865,0.49612047171633433,77.45299863815308
2368,14,103,uniform,2,0.7549144753637989,0.4301378967842745,171.13300013542175
2369,15,45,distance,1,0.7727852948685219,0.41903243657680445,176.1050043106079
2370,17,3,distance,1,0.7378095481235639,0.4398256686702884,189.9290006160736
2371,16,199,uniform,2,0.7337247893796273,0.44200986734398695,186.7140007019043
2372,22,43,distance,1,0.7712535103395456,0.420025633894497,229.63899993896484
2373,9,131,distance,1,0.7656369670666326,0.42360004925358624,133.88099813461304
2374,12,85,uniform,1,0.7589992341077355,0.4276907723245925,157.4759967327118
2375,20,33,uniform,1,0.7704876180750574,0.42051926051975536,214.17499685287476
2376,None,11,distance,1,0.7712535103395456,0.420025633894497,252.47699880599976
2377,2,29,distance,1,0.6213939239213684,0.48503970480257913,80.7549979686737
2378,13,1,uniform,1,0.71483278018892,0.4514940493033094,161.50900411605835
2379,21,161,distance,1,0.7518509063058463,0.4319387931095375,222.0450005531311
2380,12,191,distance,2,0.7510850140413582,0.4323844536102691,155.96899676322937
2381,11,125,uniform,1,0.7526167985703345,0.43149131286744935,146.2439956665039
2382,14,97,uniform,1,0.7549144753637989,0.4301378967842745,168.9689962863922
2383,16,41,uniform,1,0.7730405922900179,0.41886613012025237,183.05700087547302
2384,13,35,distance,2,0.7817207046208833,0.4130780127142003,164.29699969291687
2385,20,161,distance,2,0.7544038805208068,0.4304400836074111,215.1429991722107
2386,10,77,distance,2,0.7702323206535614,0.4206833641519364,140.91799974441528
2387,21,125,distance,2,0.7579780444217513,0.4283075163901853,222.45000052452087
2388,12,111,uniform,2,0.7541485830993107,0.43059087044271244,158.60000038146973
2389,13,97,uniform,1,0.7569568547357671,0.42892094237085443,161.3939971923828
2390,5,77,uniform,2,0.773806484554506,0.41836587936386865,103.00199913978577
2391,5,115,uniform,1,0.761807505744192,0.42597749933066287,103.15599942207336
2392,17,85,distance,1,0.7589992341077355,0.4276907723245925,191.56300497055054
2393,4,89,distance,1,0.7784018381414348,0.41532206360783475,96.16399693489075
2394,19,125,uniform,1,0.7477661475619096,0.43429475718954985,206.72300004959106
2395,16,165,uniform,1,0.7421496042889967,0.437451219157842,185.18300199508667
2396,8,45,distance,2,0.7814654071993873,0.413252010944996,125.60799956321716
2397,13,155,uniform,2,0.7467449578759254,0.4348757589965297,162.89099979400635
2398,None,21,uniform,2,0.7776359458769466,0.4158344400804401,252.28000283241272
2399,4,49,distance,1,0.7840183814143478,0.41150159054221663,95.86799645423889
2400,15,155,distance,1,0.7546591779423028,0.4302890924596516,178.34799766540527
2401,12,49,uniform,2,0.773806484554506,0.41836587936386865,154.8470015525818
2402,1,47,distance,2,0.4993617564462599,0.49999959264500016,76.8700041770935
2403,4,161,uniform,2,0.7666581567526168,0.42295794996346486,97.0570011138916
2404,11,49,distance,2,0.7817207046208833,0.4130780127142003,148.77999591827393
2405,None,25,uniform,1,0.7809548123563952,0.41359931505477954,251.53600001335144
2406,3,65,distance,2,0.6627521062037274,0.4727702950971545,87.35199999809265
2407,10,151,uniform,1,0.7490426346693898,0.4335640277017096,139.07899975776672
2408,5,71,distance,2,0.7771253510339545,0.4161748908984148,104.15999579429626
2409,3,177,distance,1,0.6635179984682155,0.4725059408906397,87.14800143241882
2410,2,127,uniform,1,0.6359458769466428,0.4811639206561608,79.16151857376099
2411,2,161,distance,2,0.6282869543017615,0.48326230698863504,82.41651630401611
2412,9,133,uniform,1,0.7538932856778147,0.4307414531801224,134.99752235412598
2413,20,193,distance,2,0.7492979320908859,0.43341728282938613,219.89451622962952
2414,18,173,distance,2,0.7526167985703345,0.43149131286744935,201.84551882743835
2415,3,53,uniform,1,0.6660709726831759,0.47161470718380266,88.59151768684387
2416,16,141,distance,2,0.7569568547357671,0.42892094237085443,187.13952255249023
2417,13,53,uniform,2,0.7709982129180495,0.4201903956484768,162.87251496315002
2418,10,165,uniform,1,0.7454684707684452,0.4355975549272527,139.52451515197754
2419,13,65,uniform,1,0.7628286954301762,0.4253481830905967,163.63351845741272
2420,7,53,distance,2,0.7753382690834822,0.41735936263382417,118.29351878166199
2421,8,47,distance,1,0.7819760020423794,0.4129037833105868,125.35852122306824
2422,10,125,distance,1,0.761807505744192,0.42597749933066287,139.5085186958313
2423,9,153,uniform,2,0.7492979320908859,0.43341728282938613,133.18452286720276
2424,18,85,uniform,2,0.761552208322696,0.4261343008037736,198.5755159854889
2425,16,71,uniform,2,0.7630839928516722,0.425190325272367,184.5215151309967
2426,2,177,distance,2,0.6275210620372734,0.48346497157176327,80.6905152797699
2427,11,57,distance,1,0.774317079397498,0.41803126671437724,149.4985179901123
2428,None,77,distance,2,0.7658922644881286,0.42343984659615475,251.00851941108704
2429,19,101,distance,1,0.756446259892775,0.4292264155279906,208.00651860237122
2430,22,159,distance,1,0.7531273934133266,0.431191978941834,235.52452111244202
2431,9,61,uniform,1,0.7699770232320654,0.420847248923826,132.55551528930664
2432,13,179,distance,2,0.7541485830993107,0.43059087044271244,163.4085168838501
2433,None,123,distance,1,0.7658922644881286,0.42343984659615475,250.43952178955078
2434,19,135,uniform,2,0.7457237681899412,0.4354535908068,206.42351913452148
2435,3,17,distance,2,0.642838907327036,0.47916286015677223,87.00600290298462
2436,21,177,uniform,2,0.7385754403880521,0.4394106954133536,223.17452311515808
2437,2,101,uniform,1,0.6367117692111309,0.4809468704120679,81.2279999256134
2438,22,181,uniform,1,0.7398519274955323,0.4387152298207551,229.3075156211853
2439,19,49,uniform,2,0.7699770232320654,0.4208472489238261,207.77852272987366
2440,23,19,distance,2,0.774317079397498,0.41803126671437724,240.50051546096802
2441,2,147,uniform,2,0.624712790400817,0.4841969846151893,81.32200002670288
2442,20,73,distance,2,0.7666581567526168,0.42295794996346486,215.67051339149475
2443,12,27,uniform,2,0.7761041613479703,0.4168530821360614,154.80951523780823
2444,7,155,distance,1,0.7643604799591525,0.4243978518274646,118.57451844215393
2445,22,57,uniform,2,0.7692111309675772,0.4213375926298981,231.7585153579712
2446,9,91,uniform,1,0.7625733980086801,0.42550582917061813,132.35451745986938
2447,3,173,distance,2,0.6624968087822313,0.4728581046525384,88.0330011844635
2448,22,141,distance,2,0.7544038805208068,0.4304400836074111,231.12351894378662
2449,5,109,distance,2,0.7720194026040337,0.41953002825416985,101.90900015830994
2450,11,33,distance,1,0.7832524891498596,0.4120291584225668,146.7635190486908
2451,20,101,distance,1,0.7577227470002553,0.42846118339779904,219.28352308273315
2452,22,103,distance,1,0.7567015573142711,0.4290737820846527,229.65851473808289
2453,12,91,distance,1,0.7623181005871841,0.42566326374768587,154.40052247047424
2454,20,25,distance,2,0.7789124329844268,0.41497934253009217,215.07751941680908
2455,16,107,uniform,1,0.7521062037273424,0.4317898355012399,184.25652289390564
2456,16,147,uniform,2,0.7470002552974215,0.43473080622726595,188.92851972579956
2457,8,137,uniform,2,0.7541485830993107,0.43059087044271244,125.02800393104553
2458,5,193,distance,1,0.7661475619096247,0.42327942932484025,102.2399971485138
2459,20,155,uniform,2,0.743936686239469,0.43645720650082853,218.96852207183838
2460,None,55,distance,1,0.7730405922900179,0.41886613012025237,248.61551547050476
2461,4,121,uniform,2,0.7694664283890733,0.4211743629083285,94.09200310707092
2462,4,69,distance,2,0.7809548123563952,0.41359931505477954,95.17299604415894
2463,7,117,distance,2,0.7684452387030891,0.4218259757502394,118.89699959754944
2464,11,133,distance,2,0.7587439366862395,0.42784527019485363,147.46099948883057
2465,2,175,uniform,2,0.618840949706408,0.4856715234321228,81.22300028800964
2466,20,137,uniform,1,0.7421496042889967,0.437451219157842,219.7595193386078
2467,18,71,distance,1,0.7630839928516722,0.425190325272367,202.90100288391113
2468,13,15,uniform,1,0.7745723768189942,0.4178636259450783,162.01800179481506
2469,2,97,distance,2,0.6242021955578249,0.4843282096044126,80.98199582099915
2470,19,187,uniform,1,0.7375542507020679,0.4399636098285619,209.89599990844727
2471,4,121,distance,1,0.7786571355629308,0.4151508169326689,95.91199803352356
2472,13,111,uniform,1,0.7538932856778147,0.4307414531801224,162.12800312042236
2473,19,141,uniform,1,0.7434260913964769,0.4367421871395458,210.9430012702942
2474,23,27,uniform,2,0.7789124329844268,0.41497934253009217,243.17951822280884
2475,1,173,distance,1,0.5039571100331887,0.499984341034982,76.50600004196167
2476,None,47,uniform,2,0.7740617819760021,0.41819868443138164,252.98152136802673
2477,5,133,distance,2,0.7709982129180495,0.42019039564847677,102.2940001487732
2478,23,143,distance,2,0.7546591779423028,0.4302890924596516,241.49951791763306
2479,14,179,uniform,2,0.7388307378095481,0.4392719871302367,172.9130036830902
2480,8,41,distance,1,0.779678325248915,0.4144635501295163,125.27299690246582
2481,12,5,uniform,1,0.7556803676282869,0.4296830804319203,155.20200395584106
2482,11,81,uniform,1,0.7597651263722236,0.427226028140635,148.99999976158142
2483,1,113,uniform,2,0.5629308143987746,0.49602390325377155,78.52999567985535
2484,16,109,uniform,1,0.7533826908348226,0.43104200721658753,185.64599704742432
2485,17,67,distance,1,0.7630839928516722,0.425190325272367,191.64400053024292
2486,18,193,uniform,2,0.7352565739086036,0.4411964918636432,201.5789999961853
2487,2,53,distance,2,0.6216492213428645,0.4849757385134588,79.81299591064453
2488,12,61,uniform,2,0.7658922644881286,0.42343984659615475,155.89499926567078
2489,20,109,distance,1,0.756446259892775,0.4292264155279906,214.02399611473083
2490,2,43,distance,1,0.6236916007148328,0.48445886090833595,78.91600298881531
2491,21,195,uniform,1,0.7367883584375797,0.44037628604233026,224.72599482536316
2492,21,183,uniform,2,0.7370436558590758,0.44023891833521944,224.26499605178833
2493,9,91,distance,2,0.7717641051825377,0.41969545045703627,134.04399728775024
2494,20,25,distance,1,0.7758488639264743,0.4170220668867218,215.33499550819397
2495,18,131,uniform,2,0.7467449578759254,0.4348757589965297,200.19499969482422
2496,19,69,uniform,2,0.7648710748021444,0.42407937197316825,213.1939995288849
2497,4,49,distance,2,0.7827418943068675,0.4123797051307983,94.85800099372864
2498,19,17,distance,2,0.773806484554506,0.41836587936386865,205.5890016555786
2499,18,167,uniform,1,0.7395966300740362,0.4388547081405934,203.87300419807434
2500,3,111,distance,1,0.6601991319887669,0.47364146578403127,88.92799615859985
2501,4,193,uniform,1,0.7582333418432474,0.4281536420030414,96.02600049972534
2502,17,95,distance,2,0.7684452387030891,0.4218259757502394,193.71100401878357
2503,12,93,distance,2,0.768189941281593,0.42198833561530547,156.00300407409668
2504,8,167,uniform,2,0.7495532295123819,0.4332703378260972,125.43700361251831
2505,8,87,distance,2,0.7720194026040337,0.4195300282541699,126.2649998664856
2506,20,115,distance,1,0.755425070206791,0.4298348909870579,213.3309998512268
2507,9,111,uniform,2,0.756446259892775,0.4292264155279907,132.1300003528595
2508,1,149,distance,2,0.5044677048761808,0.49998003921470635,78.31099963188171
2509,6,37,uniform,1,0.7773806484554506,0.4160047786533632,109.34500312805176
2510,None,121,uniform,2,0.749808526933878,0.43312319248814873,255.53100037574768
2511,6,7,uniform,1,0.7676793464386009,0.4223124050868071,108.67699646949768
2512,None,73,uniform,2,0.7597651263722236,0.427226028140635,249.60799980163574
2513,8,179,uniform,2,0.7459790656114373,0.4353094293498869,125.93599653244019
2514,19,81,uniform,1,0.7551697727852948,0.4299864963655266,206.46900391578674
2515,2,65,uniform,1,0.6318611182027062,0.4822993318534995,79.92600011825562
2516,4,35,uniform,1,0.7822312994638754,0.4127293224413941,94.58300018310547
2517,1,81,uniform,2,0.5629308143987746,0.49602390325377155,76.69000005722046
2518,12,137,distance,2,0.7610416134797039,0.4264472722763189,156.52600121498108
2519,2,107,distance,1,0.6331376053101864,0.48194852220156154,79.81900358200073
2520,16,27,distance,1,0.7761041613479703,0.41685308213606137,186.79799723625183
2521,23,13,distance,2,0.7753382690834822,0.41735936263382417,240.15099692344666
2522,10,179,uniform,1,0.7424049017104927,0.43730980280200255,139.17800402641296
2523,11,27,distance,2,0.7755935665049783,0.4171908269617947,147.4010033607483
2524,13,187,distance,2,0.7503191217768701,0.43282829999071976,163.98599767684937
2525,8,49,distance,2,0.7801889200919071,0.41411854469189247,127.92700028419495
2526,20,11,uniform,2,0.7707429154965535,0.4203549377709581,215.22500157356262
2527,14,41,uniform,2,0.7773806484554506,0.41600477865336316,173.0059998035431
2528,16,65,distance,1,0.7684452387030891,0.4218259757502394,183.66900324821472
2529,1,119,uniform,1,0.5606331376053102,0.4963100065726416,75.85499978065491
2530,4,105,distance,1,0.7778912432984427,0.41566387490139883,95.37000036239624
2531,9,93,uniform,1,0.761807505744192,0.42597749933066287,132.90199995040894
2532,10,59,uniform,2,0.7745723768189942,0.4178636259450783,140.63099932670593
2533,11,5,distance,1,0.7549144753637989,0.4301378967842745,146.70200061798096
2534,9,91,uniform,2,0.7623181005871841,0.42566326374768587,133.9869954586029
2535,17,191,uniform,2,0.7350012764871074,0.4413325277491226,194.4449965953827
2536,12,113,distance,1,0.7597651263722236,0.427226028140635,154.3199977874756
2537,8,51,uniform,1,0.7717641051825377,0.4196954504570363,123.64400029182434
2538,None,179,distance,1,0.756446259892775,0.4292264155279907,252.33399748802185
2539,22,81,distance,1,0.7607863160582078,0.4266034427390249,227.63899874687195
2540,4,37,distance,2,0.7827418943068675,0.4123797051307983,94.635000705719
2541,12,159,uniform,2,0.7406178197600204,0.4382956363163274,156.03200030326843
2542,1,121,distance,2,0.5037018126116927,0.49998629639559916,76.6850016117096
2543,6,181,uniform,1,0.7487873372478938,0.4337105726462093,110.25099754333496
2544,18,1,distance,1,0.7150880776104162,0.4513724835098564,198.4089970588684
2545,8,105,distance,2,0.7709982129180495,0.4201903956484768,124.90899801254272
2546,23,127,distance,1,0.755425070206791,0.42983489098705785,239.81199860572815
2547,20,125,uniform,1,0.7490426346693898,0.4335640277017096,214.34400057792664
2548,16,153,uniform,1,0.7462343630329333,0.4351650703603927,187.0559995174408
2549,4,7,distance,2,0.7750829716619863,0.4175276741745521,94.41599917411804
2550,4,125,distance,2,0.7730405922900179,0.4188661301202524,94.57099556922913
2551,4,99,uniform,1,0.7753382690834822,0.41735936263382417,95.36799669265747
2552,23,127,uniform,1,0.7454684707684452,0.43559755492725266,237.69999623298645
2553,20,31,uniform,1,0.7758488639264743,0.4170220668867218,213.75800013542175
2554,11,49,uniform,2,0.7768700536124585,0.41634477709301737,148.88199996948242
2555,21,47,uniform,1,0.7641051825376564,0.42455677188893265,225.70299625396729
2556,17,43,distance,2,0.7768700536124585,0.41634477709301737,191.5949969291687
2557,18,169,distance,1,0.7515956088843503,0.4320875485247325,203.70700073242188
2558,23,165,uniform,2,0.7398519274955323,0.4387152298207551,243.464515209198
2559,11,155,distance,1,0.7589992341077355,0.4276907723245925,148.37351489067078
2560,16,5,uniform,1,0.756190962471279,0.4293788429208404,184.83851552009583
2561,18,89,uniform,1,0.7508297166198621,0.43253260369641466,199.24451351165771
2562,20,117,distance,2,0.7595098289507276,0.4273811515239811,218.3545162677765
2563,12,89,uniform,2,0.7589992341077355,0.4276907723245925,156.21651196479797
2564,14,195,uniform,2,0.7355118713300995,0.44106026624781636,170.27351593971252
2565,4,165,uniform,2,0.7658922644881286,0.42343984659615475,94.41951560974121
2566,12,121,uniform,2,0.7526167985703345,0.43149131286744935,154.65251469612122
2567,8,91,distance,1,0.7722747000255298,0.4193643853810285,126.08151245117188
2568,12,45,uniform,2,0.7773806484554506,0.4160047786533632,157.83851504325867
2569,22,133,uniform,2,0.7452131733469491,0.4357413219068385,238.14851140975952
2570,9,177,uniform,1,0.7495532295123819,0.4332703378260972,132.57651114463806
2571,5,185,uniform,2,0.7492979320908859,0.43341728282938613,103.10151863098145
2572,15,79,distance,1,0.7612969109011999,0.42629089170833845,177.13551139831543
2573,12,107,uniform,1,0.7544038805208068,0.4304400836074111,153.88551354408264
2574,20,51,distance,2,0.7732958897115139,0.418699601942481,213.22851610183716
2575,2,7,distance,1,0.5991830482512127,0.4900639988201516,79.43151569366455
2576,13,95,uniform,1,0.7582333418432474,0.4281536420030414,163.28651976585388
2577,8,193,uniform,2,0.7408731171815165,0.4381553850168447,124.95351529121399
2578,8,171,distance,2,0.7623181005871841,0.42566326374768587,125.52051210403442
2579,9,135,distance,2,0.7651263722236405,0.42391981169972653,133.84551525115967
2580,21,133,distance,1,0.7538932856778147,0.4307414531801224,222.17751622200012
2581,17,193,distance,2,0.7505744191983661,0.4326805524210691,196.59651374816895
2582,None,35,uniform,2,0.7732958897115139,0.418699601942481,252.14951539039612
2583,12,135,distance,1,0.7582333418432474,0.4281536420030414,157.45751190185547
2584,5,63,uniform,2,0.7704876180750574,0.4205192605197554,101.64551901817322
2585,21,25,distance,2,0.7768700536124585,0.41634477709301737,227.24851942062378
2586,16,137,distance,1,0.7569568547357671,0.42892094237085443,184.05751609802246
2587,16,11,distance,2,0.7748276742404901,0.4176957618549212,185.27151560783386
2588,10,169,distance,2,0.755935665049783,0.4295310644825648,141.23351073265076
2589,9,61,distance,2,0.7789124329844268,0.41497934253009217,132.68151450157166
2590,12,31,distance,1,0.7842736788358438,0.41132526730208974,155.7265133857727
2591,None,45,distance,1,0.7771253510339545,0.4161748908984148,253.1205186843872
2592,14,199,uniform,2,0.7337247893796273,0.4420098673439869,169.78450989723206
2593,15,87,uniform,1,0.7523615011488384,0.4316406754905112,175.31851744651794
2594,14,121,distance,2,0.7605310186367118,0.4267594033271175,169.38651537895203
2595,14,163,uniform,2,0.7424049017104927,0.43730980280200255,170.88251781463623
2596,18,49,distance,1,0.7692111309675772,0.4213375926298981,199.9055154323578
2597,12,67,distance,2,0.767934643860097,0.42215047864424243,155.8385157585144
2598,13,119,uniform,1,0.755425070206791,0.42983489098705785,162.65051579475403
2599,None,169,uniform,1,0.7472555527189175,0.4345856551356275,258.05751276016235
2600,8,65,uniform,1,0.7689558335460812,0.4215006045090952,124.82699942588806
2601,2,141,distance,1,0.6328823078886904,0.4820189749897564,79.44851541519165
2602,15,177,distance,1,0.7549144753637989,0.4301378967842745,177.07303142547607
2603,8,159,uniform,1,0.7480214449834056,0.43414900993592453,125.52851390838623
2604,10,17,distance,2,0.7801889200919071,0.41411854469189247,142.87651562690735
2605,2,17,distance,2,0.6091396476895583,0.4879431701563196,80.01552057266235
2606,14,183,distance,1,0.7556803676282869,0.4296830804319203,169.94903087615967
2607,21,65,distance,2,0.7694664283890733,0.42117436290832855,223.05902743339539
2608,7,107,distance,2,0.768189941281593,0.42198833561530547,118.18951225280762
2609,13,55,distance,1,0.7709982129180495,0.4201903956484768,161.23251938819885
2610,22,115,uniform,2,0.7508297166198621,0.43253260369641466,230.84703135490417
2611,20,165,distance,2,0.7541485830993107,0.43059087044271244,221.1330292224884
2612,15,115,uniform,1,0.7526167985703345,0.43149131286744935,177.27251195907593
2613,18,133,distance,1,0.7556803676282869,0.4296830804319203,207.53303360939026
2614,4,135,uniform,2,0.7658922644881286,0.42343984659615475,95.36452007293701
2615,2,5,uniform,2,0.6053101863671176,0.4887839652109334,79.96851921081543
2616,10,43,distance,2,0.7806995149348992,0.41377262151489963,140.38751554489136
2617,7,157,uniform,2,0.7526167985703345,0.43149131286744935,120.03551697731018
2618,15,17,uniform,1,0.7709982129180495,0.4201903956484768,175.3515124320984
2619,4,85,distance,2,0.7806995149348992,0.41377262151489963,93.86051416397095
2620,18,189,uniform,2,0.7355118713300995,0.44106026624781636,203.2255198955536
2621,6,131,distance,1,0.7689558335460812,0.4215006045090952,109.85152053833008
2622,6,135,uniform,1,0.7589992341077355,0.4276907723245925,109.45351529121399
2623,17,99,uniform,2,0.755935665049783,0.42953106448256484,196.8875162601471
2624,20,137,distance,2,0.7544038805208068,0.4304400836074111,220.98951601982117
2625,6,31,uniform,2,0.7794230278274189,0.41463570941219896,110.29351305961609
2626,2,167,distance,2,0.6287975491447536,0.48312647550543614,79.78599667549133
2627,11,103,uniform,1,0.7538932856778147,0.4307414531801224,147.35851502418518
2628,2,191,distance,1,0.6295634414092418,0.48292164442090807,80.43000078201294
2629,18,109,uniform,2,0.7523615011488384,0.43164067549051127,204.25651955604553
2630,13,37,uniform,1,0.7786571355629308,0.4151508169326689,162.78351593017578
2631,20,147,distance,1,0.7513403114628542,0.43223610195558104,217.45652055740356
2632,14,129,uniform,2,0.7472555527189175,0.4345856551356275,169.90851974487305
2633,None,141,distance,1,0.7623181005871841,0.42566326374768587,254.30451226234436
2634,1,43,distance,2,0.49808526933877967,0.4999963337930539,77.05700087547302
2635,15,159,uniform,1,0.7449578759254532,0.43588489194062496,179.92251920700073
2636,20,5,distance,2,0.7582333418432474,0.4281536420030414,213.24451184272766
2637,2,123,uniform,1,0.6367117692111309,0.48094687041206796,79.59099912643433
2638,16,93,distance,1,0.7584886392647434,0.427999560012696,183.92851734161377
2639,22,183,distance,2,0.750063824355374,0.43297584661129157,232.13251161575317
2640,7,107,distance,1,0.7658922644881286,0.42343984659615475,118.41200304031372
2641,10,7,uniform,1,0.7582333418432474,0.4281536420030414,140.9255187511444
2642,12,103,uniform,2,0.7546591779423028,0.4302890924596516,156.6355173587799
2643,1,3,uniform,2,0.4855756956854736,0.4997918961378245,75.72200345993042
2644,23,43,uniform,1,0.7661475619096247,0.42327942932484025,236.99251770973206
2645,None,47,distance,1,0.7773806484554506,0.41600477865336316,249.80251717567444
2646,20,179,distance,2,0.7518509063058463,0.4319387931095375,214.1375195980072
2647,15,49,uniform,2,0.7707429154965535,0.4203549377709581,176.68551445007324
2648,2,177,uniform,2,0.6185856522849119,0.4857339220933226,80.56500315666199
2649,10,1,distance,2,0.714066887924432,0.4518576850008736,139.47699999809265
2650,11,183,uniform,1,0.7426601991319888,0.4371681916119054,147.56699967384338
2651,4,117,uniform,2,0.7684452387030891,0.4218259757502394,95.74799537658691
2652,21,149,distance,1,0.7536379882563186,0.4308918320336179,224.13351273536682
2653,6,199,uniform,1,0.7480214449834056,0.4341490099359245,109.2300021648407
2654,23,31,distance,2,0.7745723768189942,0.4178636259450783,240.40351271629333
2655,15,87,uniform,2,0.7610416134797039,0.4264472722763189,177.6655158996582
2656,2,95,distance,1,0.6277763594587694,0.48339756098212094,79.36899995803833
2657,9,3,distance,2,0.7426601991319888,0.4371681916119054,132.55699753761292
2658,15,175,distance,1,0.755935665049783,0.4295310644825648,177.20951461791992
2659,23,63,distance,2,0.7692111309675772,0.4213375926298981,244.95151567459106
2660,9,161,distance,2,0.7610416134797039,0.4264472722763189,138.15900421142578
2661,12,143,distance,2,0.7600204237937197,0.427070695798874,155.39700293540955
2662,9,19,distance,2,0.7850395711003318,0.4107948915297497,132.62299990653992
2663,22,47,distance,2,0.7748276742404901,0.4176957618549212,228.5150270462036
2664,5,33,uniform,2,0.7789124329844268,0.41497934253009217,102.1605179309845
2665,1,83,distance,1,0.5021700280827164,0.49999529095594514,76.7605152130127
2666,10,119,uniform,2,0.756190962471279,0.4293788429208404,142.63751125335693
2667,16,105,uniform,2,0.7538932856778147,0.4307414531801224,193.55051183700562
2668,21,119,distance,2,0.7587439366862395,0.42784527019485363,223.40203547477722
2669,5,15,distance,1,0.779678325248915,0.4144635501295163,101.63151621818542
2670,5,53,uniform,1,0.7740617819760021,0.41819868443138164,101.28151416778564
2671,18,189,distance,2,0.7510850140413582,0.4323844536102691,200.9875144958496
2672,15,93,uniform,2,0.7597651263722236,0.427226028140635,183.93351554870605
2673,14,19,distance,1,0.7784018381414348,0.4153220636078348,167.93751573562622
2674,13,135,distance,2,0.7584886392647434,0.427999560012696,163.25251865386963
2675,7,49,distance,2,0.7768700536124585,0.41634477709301737,120.94851636886597
2676,7,77,uniform,1,0.7653816696451365,0.4237600375405397,118.40451550483704
2677,6,33,uniform,1,0.7753382690834822,0.41735936263382417,109.6965115070343
2678,10,89,uniform,1,0.7610416134797039,0.4264472722763189,148.20051550865173
2679,4,115,uniform,2,0.7687005361245851,0.42166339879856835,94.14351511001587
2680,6,159,distance,1,0.768189941281593,0.42198833561530547,109.90851521492004
2681,2,37,uniform,2,0.6300740362522339,0.4827843670760814,79.55251264572144
2682,11,175,distance,2,0.755425070206791,0.42983489098705785,148.9805109500885
2683,8,89,uniform,1,0.7656369670666326,0.42360004925358624,125.93751573562622
2684,5,167,uniform,2,0.7544038805208068,0.4304400836074111,101.8965163230896
2685,10,83,uniform,2,0.7607863160582078,0.42660344273902495,140.6445116996765
2686,19,3,distance,1,0.7418943068675007,0.4375924408683169,210.6725194454193
2687,14,17,distance,2,0.7768700536124585,0.41634477709301737,171.88251161575317
2688,5,151,uniform,1,0.755425070206791,0.42983489098705785,102.41451144218445
2689,20,165,uniform,2,0.7411284146030125,0.4380149400089427,215.87051510810852
2690,22,197,uniform,1,0.7367883584375797,0.44037628604233026,232.49951577186584
2691,14,5,uniform,2,0.7574674495787592,0.42861464324893184,175.58151578903198
2692,16,145,distance,1,0.7551697727852948,0.4299864963655266,188.085515499115
2693,6,19,distance,1,0.7812101097778913,0.4134257782948547,108.77851486206055
2694,4,33,uniform,2,0.7835077865713557,0.41185353580297296,95.30600452423096
2695,9,109,distance,2,0.7658922644881286,0.42343984659615475,135.12351489067078
2696,7,95,uniform,2,0.7597651263722236,0.427226028140635,119.17351603507996
2697,2,137,distance,2,0.6280316568802655,0.4833300061412429,79.75299906730652
2698,5,105,distance,1,0.7763594587694664,0.4166838724364642,102.14900302886963
2699,23,111,distance,2,0.7595098289507276,0.42738115152398115,240.57551431655884
2700,5,171,uniform,2,0.7538932856778147,0.4307414531801224,102.65699791908264
2701,2,133,uniform,1,0.6331376053101864,0.48194852220156154,79.88799929618835
2702,2,111,uniform,1,0.6351799846821548,0.481379654473818,79.10899662971497
2703,17,41,uniform,2,0.77355118713301,0.41853285177883104,193.11651921272278
2704,21,117,distance,1,0.756446259892775,0.4292264155279906,227.0345118045807
2705,13,25,uniform,2,0.7768700536124585,0.41634477709301737,163.40051174163818
2706,8,173,distance,2,0.7623181005871841,0.42566326374768587,126.49000382423401
2707,15,135,distance,1,0.7574674495787592,0.42861464324893184,177.3065152168274
2708,11,139,uniform,2,0.7480214449834056,0.43414900993592453,147.28151488304138
2709,17,155,uniform,2,0.7457237681899412,0.4354535908068,192.02551937103271
2710,15,131,uniform,1,0.7490426346693898,0.4335640277017096,175.8695158958435
2711,16,59,distance,2,0.77355118713301,0.4185328517788311,187.04851579666138
2712,16,173,uniform,2,0.7401072249170283,0.4385755585331262,186.32451844215393
2713,19,85,uniform,2,0.761552208322696,0.4261343008037736,210.86151552200317
