PC,Criterion,Max Depth,Estimators,Mean CV Score,STD CV Score,Execution Time
None,entropy,11,124,0.797542159,0.018973964,15.36499929
None,gini,8,124,0.792949996,0.014656193,7.763999224
None,entropy,31,147,0.79167025,0.015522454,17.69400072
None,entropy,31,93,0.796775549,0.016951353,11.33899951
None,gini,34,93,0.792182735,0.014695604,7.801000118
None,entropy,24,113,0.797032932,0.016107617,15.78499842
None,gini,28,102,0.789372052,0.020023926,7.218997955
None,entropy,24,18,0.787838833,0.01660415,2.685998917
None,entropy,33,133,0.788863476,0.014188494,16.39799643
None,gini,8,156,0.792949996,0.018451493,8.9220016
None,entropy,33,159,0.79320184,0.018499091,19.37700152
None,gini,15,135,0.792438815,0.015740462,9.54899931
None,entropy,29,17,0.780948471,0.012236598,2.13800168
None,entropy,33,13,0.77992057,0.023508846,1.914000273
None,entropy,21,72,0.788607397,0.019382102,8.79500103
None,gini,33,49,0.788607397,0.014723837,3.644001484
None,gini,23,56,0.792692939,0.015997829,4.059998751
None,entropy,29,92,0.789629108,0.014664702,11.0909996
None,gini,11,143,0.792692939,0.017936367,9.470000029
None,entropy,7,30,0.791415148,0.017176119,2.902999401
None,entropy,18,26,0.787330258,0.018630762,3.268002748
None,gini,34,30,0.785541937,0.023314135,2.265002728
None,entropy,25,83,0.791925027,0.017472663,10.56800199
None,gini,38,138,0.792947715,0.016426668,9.972001314
None,gini,22,77,0.789885188,0.016553917,5.46200037
None,entropy,31,100,0.792946738,0.016015945,12.10999775
None,gini,8,96,0.791416777,0.019262139,6.323999405
None,gini,21,134,0.792182084,0.018925117,9.539000273
None,entropy,25,160,0.791160372,0.014381914,19.30499625
None,entropy,34,23,0.785287161,0.017054737,2.882000446
None,gini,24,86,0.792693265,0.016465742,6.213997841
None,gini,15,182,0.792183387,0.01673596,12.95900106
None,gini,29,130,0.793458245,0.014821497,9.324002743
None,gini,26,115,0.796521425,0.014937596,8.174999714
None,gini,15,145,0.788863151,0.016108416,10.37000012
None,gini,33,109,0.793712696,0.018862586,7.72799921
None,gini,16,137,0.793968124,0.016981164,9.612999678
None,gini,7,193,0.791673183,0.017677875,10.04600048
None,entropy,29,71,0.791160698,0.014624478,9.744997025
None,entropy,23,152,0.794223226,0.015053911,18.47199798
None,entropy,17,118,0.795500365,0.015039508,14.07099891
None,entropy,30,45,0.786054096,0.017401859,5.432996035
None,entropy,9,82,0.79728836,0.017303509,8.870002508
None,entropy,16,113,0.794991138,0.015745952,13.58799839
None,gini,29,147,0.79243686,0.017337458,10.33499718
None,entropy,33,34,0.7865643,0.01649896,4.133996964
None,entropy,31,156,0.789372052,0.016633463,18.74600267
None,gini,25,199,0.791414823,0.015837861,14.2299974
None,gini,38,155,0.796267626,0.013737673,11.16299939
None,gini,26,25,0.786819076,0.016888921,1.837999582
None,entropy,38,105,0.794989183,0.016635755,12.74600148
None,gini,16,179,0.795245589,0.017028621,13.29200053
None,gini,20,71,0.793713347,0.015195577,5.075000763
None,gini,35,199,0.791158417,0.018630063,14.11200118
None,entropy,32,103,0.791162001,0.015343667,12.57600069
None,entropy,23,196,0.793455965,0.021085734,23.99799657
None,entropy,37,182,0.790648539,0.016495021,21.80100012
None,gini,29,92,0.792437837,0.012237492,6.553999901
None,gini,29,196,0.793711067,0.018861007,14.49100065
None,entropy,19,24,0.785032385,0.021094602,2.977003098
None,entropy,15,149,0.795243634,0.022503181,17.69399643
None,entropy,35,130,0.793711718,0.018447903,16.4780004
None,gini,27,137,0.791161675,0.018221719,9.920000553
None,gini,28,173,0.789117275,0.017230081,13.45299816
None,gini,39,64,0.793456616,0.016210597,4.620000124
None,gini,32,190,0.795245589,0.016896845,13.69299912
None,gini,11,130,0.792435557,0.019657402,9.21700263
None,entropy,34,21,0.781972789,0.013220357,2.633999348
None,gini,12,173,0.795756444,0.017371473,11.71500063
None,gini,8,71,0.79473343,0.019500688,4.072000504
None,entropy,5,65,0.782993523,0.010188477,4.833003759
None,gini,13,126,0.791926982,0.019225097,9.630000114
None,entropy,13,39,0.787839484,0.018734051,4.72300005
None,gini,15,142,0.787842417,0.018151427,10.00400209
None,entropy,32,146,0.795501016,0.015291286,17.66999745
None,gini,21,79,0.793459549,0.014716796,5.887996435
None,entropy,23,177,0.790903641,0.018495964,22.18700099
None,gini,17,112,0.79039474,0.017007053,7.977996826
None,entropy,8,45,0.788862173,0.01834966,4.582999945
None,entropy,14,197,0.790650494,0.017802843,23.47200251
None,entropy,35,184,0.79371237,0.017218548,22.35500073
None,entropy,11,144,0.794479957,0.017467145,17.13700175
None,gini,31,78,0.789119556,0.017687348,5.678001881
None,entropy,18,175,0.793713673,0.016920542,24.11500025
None,gini,10,125,0.79499179,0.016502102,8.649999619
None,gini,16,132,0.788097845,0.01826494,9.317999601
None,entropy,11,96,0.790650168,0.018254714,11.12400317
None,gini,39,14,0.776100555,0.013859083,1.081999302
None,gini,21,56,0.79243686,0.015576284,4.085000277
None,gini,25,96,0.790906573,0.014537861,6.948000193
None,gini,19,65,0.789628783,0.013439284,4.750999451
None,gini,30,110,0.78860642,0.01495705,8.504997969
None,entropy,17,189,0.79294739,0.013825378,24.4219985
None,entropy,25,155,0.794480608,0.018211618,18.72900295
None,gini,32,46,0.787586663,0.01627141,3.284997225
None,gini,22,81,0.788352947,0.014590597,5.913000822
None,gini,23,84,0.788860544,0.01948543,5.947002411
None,entropy,37,37,0.79065082,0.01540439,4.565999746
None,gini,18,125,0.79320184,0.01699622,9.743999958
None,gini,14,59,0.789883559,0.01755106,4.230999947
None,gini,34,72,0.792182735,0.017523944,5.537999392
None,entropy,13,93,0.791670902,0.016486652,10.96499825
None,entropy,33,87,0.79294739,0.01902041,10.6449995
None,entropy,23,147,0.797543462,0.01343234,18.73600292
None,entropy,30,66,0.792182409,0.01472553,7.989998102
None,gini,18,197,0.794478328,0.018161952,14.21600056
None,gini,35,99,0.792437186,0.017048585,7.012997389
None,entropy,36,25,0.782220072,0.022192173,3.164996386
None,gini,16,167,0.789883885,0.016746519,11.73299837
None,entropy,24,37,0.790394089,0.018364722,4.559996605
None,entropy,31,89,0.791162653,0.011560615,10.71000314
None,entropy,17,166,0.788860544,0.020224775,20.3029964
None,entropy,35,78,0.791670902,0.019738309,9.534002304
None,entropy,39,133,0.793968124,0.012859599,16.11600041
None,gini,15,55,0.78758536,0.016873932,3.888002396
None,gini,18,55,0.791672205,0.0184812,4.005999088
None,gini,24,29,0.790644304,0.02180008,2.146997213
None,entropy,23,55,0.794478654,0.017995599,6.708996534
None,gini,25,113,0.792949019,0.016006519,8.002001762
None,gini,17,114,0.791417103,0.0165338,9.498000145
None,gini,30,23,0.783246996,0.022967982,1.735999584
None,gini,13,171,0.793460852,0.013990449,11.86299849
None,entropy,13,58,0.796267626,0.012728268,6.962999344
None,gini,28,77,0.793202166,0.019015362,5.532996416
None,entropy,28,195,0.792180129,0.016310646,23.58200002
None,gini,8,149,0.791416452,0.018839852,9.413002491
None,gini,6,152,0.789885839,0.014841917,7.205997944
None,gini,23,113,0.79269131,0.01958885,7.987997055
None,gini,23,73,0.791415474,0.017804753,5.24699688
None,entropy,28,180,0.794222574,0.019304497,21.77499747
None,entropy,13,190,0.795755793,0.015875022,24.85799623
None,entropy,18,107,0.792947715,0.02046262,14.99000239
None,gini,22,132,0.792181106,0.019327588,9.386001825
None,entropy,9,124,0.791416452,0.016180749,13.36399984
None,entropy,6,116,0.792948693,0.015451212,10.89600301
None,entropy,30,157,0.79320184,0.018109922,19.0400033
None,gini,22,195,0.795501342,0.016572317,15.19499803
None,entropy,6,40,0.788610329,0.0147641,3.84700036
None,gini,26,121,0.790140616,0.017153919,8.528000116
None,entropy,12,77,0.791159721,0.02084553,9.105996847
None,gini,23,175,0.794989509,0.015787738,12.4180007
None,gini,25,152,0.794992441,0.015647204,12.59900379
None,gini,38,177,0.790649517,0.015549339,12.70300364
None,gini,16,140,0.789884536,0.015736232,9.951999664
None,gini,27,87,0.791159721,0.01985158,6.267996073
None,entropy,35,57,0.793713347,0.019481164,6.937997103
None,entropy,30,35,0.792948367,0.014226522,4.309998035
None,entropy,10,155,0.790647562,0.017799473,17.26600099
None,entropy,13,135,0.792948041,0.013957669,15.98000312
None,entropy,25,140,0.7942229,0.01747912,17.07799625
None,gini,33,146,0.793458245,0.016004059,10.32200074
None,gini,34,77,0.788863151,0.012872978,5.519002438
None,entropy,30,173,0.791926982,0.013516846,21.00799704
None,entropy,16,43,0.790649517,0.016853943,5.291000128
None,gini,25,129,0.7962673,0.015243295,9.143998861
None,entropy,16,13,0.776608804,0.014969706,1.634002447
None,gini,26,197,0.792435557,0.018708027,14.06499791
None,entropy,28,57,0.791416126,0.014032126,7.073997259
None,gini,7,57,0.787078088,0.012626938,3.111000538
None,entropy,14,22,0.786819402,0.015391363,3.222003937
None,entropy,20,107,0.793203469,0.016394271,12.8659997
None,gini,30,176,0.792947064,0.014785482,12.43399739
None,entropy,20,186,0.791923724,0.01937817,22.48800015
None,entropy,30,59,0.794478002,0.020156374,7.183997869
None,entropy,17,50,0.790902664,0.020498999,6.062002182
None,entropy,14,16,0.779413949,0.017374983,2.063997507
None,entropy,12,159,0.791923398,0.019813208,18.91400123
None,gini,9,180,0.791160698,0.018425138,10.852
None,gini,33,189,0.791416452,0.018227029,13.59000254
None,gini,21,199,0.790650494,0.01484994,14.33800101
None,gini,33,24,0.788097845,0.012407074,1.759996653
None,entropy,12,192,0.79345792,0.015086586,22.60800052
None,gini,12,95,0.790138661,0.021167996,7.167997122
None,entropy,28,103,0.794223877,0.016005265,12.36500263
None,gini,33,100,0.79499179,0.014951638,7.077999115
None,entropy,8,36,0.784272943,0.010444506,3.793001652
None,entropy,17,132,0.790902012,0.018215038,18.62999654
None,entropy,10,13,0.787841113,0.015706545,1.513999701
None,gini,15,106,0.794478002,0.018989709,7.470999002
None,entropy,36,84,0.796012524,0.012769488,10.20099759
None,gini,14,44,0.793204447,0.013084893,3.423998117
None,gini,11,124,0.794991464,0.018707955,8.227996349
None,gini,24,145,0.789882581,0.015701967,10.49699688
None,gini,33,118,0.793967798,0.017498994,8.413003206
None,gini,29,137,0.791673183,0.016063068,10.34100127
None,entropy,26,178,0.792693591,0.015784879,21.40500045
None,entropy,33,17,0.779672635,0.013495015,2.195997715
None,gini,33,17,0.782734186,0.021397429,1.27799964
None,entropy,25,159,0.795754164,0.01786265,19.22999716
None,gini,16,50,0.787586663,0.014981576,3.566996813
None,gini,33,148,0.79090527,0.015739214,10.62000299
None,entropy,10,146,0.796011221,0.019751052,16.39600015
None,gini,10,134,0.796267626,0.016746265,8.589000463
None,gini,38,174,0.793713999,0.021763287,12.28300142
None,entropy,9,20,0.787075156,0.021392972,2.228001833
None,gini,9,65,0.791415474,0.014985988,3.987000942
None,entropy,34,120,0.793202818,0.014185732,14.43400025
None,gini,16,74,0.791416452,0.014574565,5.927999973
None,gini,39,36,0.793458571,0.018007781,2.659997463
None,gini,20,45,0.791927959,0.013061856,3.264997244
None,gini,18,181,0.793461178,0.016724066,12.90100026
None,gini,30,186,0.790393763,0.015270841,13.36999869
None,entropy,17,78,0.792945109,0.019422329,9.44799757
None,gini,10,54,0.796011221,0.018913713,3.583000422
None,entropy,30,93,0.793712044,0.014998765,11.31800318
None,gini,13,59,0.791415474,0.01928247,4.151000738
None,gini,13,58,0.794990161,0.01532146,4.457999706
None,gini,14,124,0.793202492,0.016461259,8.74399972
None,gini,23,65,0.787844046,0.0133514,4.733003139
None,entropy,37,121,0.794734081,0.017261376,16.17799592
None,gini,28,28,0.779418185,0.018699913,2.087002993
None,entropy,37,77,0.794731149,0.021360846,9.434998274
None,gini,16,189,0.792438489,0.014871417,13.50299668
None,gini,39,35,0.784010999,0.020798451,2.563000917
None,gini,38,173,0.794226484,0.015264858,12.13800406
None,entropy,24,169,0.794479305,0.015624126,20.31799603
None,entropy,16,81,0.791926004,0.017424453,9.860002756
None,entropy,30,172,0.791416126,0.013095504,20.63499975
None,gini,30,32,0.788607723,0.016626782,2.409001589
None,entropy,34,15,0.781205528,0.013544537,1.90699935
None,gini,14,184,0.793203469,0.019125685,13.18099713
None,gini,28,124,0.793969427,0.01483837,8.771002531
None,entropy,22,103,0.791159721,0.016099259,13.82700086
None,gini,37,56,0.784269033,0.017788457,4.120996952
None,gini,32,197,0.792692939,0.016911359,13.80100012
None,entropy,19,137,0.794736036,0.0127444,19.34500003
None,gini,14,52,0.790395066,0.014839843,3.793999672
None,entropy,8,188,0.789629434,0.014942017,18.84800029
None,entropy,36,43,0.78503271,0.014438063,5.257999659
None,gini,6,25,0.781203899,0.019430729,1.276000023
None,gini,20,130,0.79422518,0.017019499,9.212997198
None,gini,18,131,0.793713673,0.016505272,9.426997662
None,gini,35,196,0.792437837,0.016282421,13.94099808
None,entropy,19,69,0.794480608,0.013529517,8.502000093
None,entropy,5,128,0.784526742,0.013954938,9.476001501
None,gini,19,197,0.790649191,0.017687749,14.16799903
None,gini,32,22,0.786048232,0.021745979,1.640995979
None,entropy,30,152,0.796010895,0.016228661,18.39299703
None,entropy,24,121,0.79014029,0.015603388,14.86999917
None,entropy,27,55,0.788350992,0.013559343,7.28700304
None,entropy,32,154,0.794478002,0.018006178,20.8280015
None,gini,11,173,0.792438489,0.013917983,11.47300005
None,entropy,34,76,0.793713022,0.015746898,9.271996737
None,entropy,37,69,0.792435231,0.018696952,8.330002069
None,entropy,17,185,0.796010243,0.017019109,22.57099938
None,gini,24,187,0.792436534,0.01576814,13.43400002
None,entropy,39,167,0.78860642,0.017979329,20.25300026
None,entropy,34,179,0.796011872,0.017133404,21.65999985
None,gini,6,125,0.78886478,0.01391369,5.999002934
None,gini,13,140,0.79601513,0.01347592,10.65600061
None,entropy,23,101,0.795242656,0.019338692,12.25899863
None,entropy,8,12,0.78477826,0.015749444,1.31499958
None,entropy,8,73,0.790651471,0.013452994,7.403004169
None,entropy,38,58,0.793203143,0.014765596,7.718998432
None,entropy,22,185,0.793968124,0.01609659,22.21500039
None,entropy,26,144,0.792946738,0.015159176,17.63899899
None,gini,12,118,0.790395392,0.017898811,8.140999317
None,gini,25,68,0.788863476,0.017251543,5.454003096
None,entropy,22,22,0.787078088,0.010823406,2.785002947
None,entropy,23,17,0.786056377,0.009040568,2.535998821
None,entropy,13,119,0.793199885,0.020009221,14.82700348
None,entropy,12,73,0.794220945,0.022356773,8.757001638
None,gini,15,114,0.790903967,0.018509703,8.009003162
None,gini,20,169,0.794480934,0.014364801,11.97500277
None,gini,29,100,0.788606745,0.014994469,7.181997299
None,entropy,39,142,0.793713347,0.018058682,17.70099688
None,entropy,39,199,0.79090299,0.019346871,26.62999701
None,gini,21,198,0.790908202,0.012248312,14.13500214
None,gini,34,19,0.787582753,0.022627627,1.489999771
None,entropy,10,110,0.79473343,0.019268087,12.36900115
None,gini,29,152,0.794223551,0.016258235,10.94100118
None,gini,36,52,0.787585686,0.013908687,3.832000256
None,entropy,22,97,0.790139964,0.014233904,11.73700023
None,entropy,28,14,0.774823742,0.014913869,1.758000374
None,entropy,25,137,0.790906573,0.014625864,16.54599881
None,entropy,35,99,0.791417755,0.01691493,11.96199751
None,gini,27,54,0.789117275,0.015010802,4.630999565
None,gini,34,80,0.796011546,0.015689849,5.705998182
None,gini,18,80,0.790651146,0.011070196,5.705002546
None,gini,28,145,0.79039474,0.013701811,10.2459991
None,gini,23,121,0.794222574,0.017671728,10.1460011
None,entropy,26,81,0.793459549,0.012669308,9.962999582
None,gini,22,106,0.791159069,0.020717475,8.38100028
None,gini,8,18,0.790651471,0.01226513,1.098003626
None,entropy,14,43,0.787840788,0.016357997,5.192998648
None,entropy,9,177,0.794223877,0.018321089,18.74800086
None,gini,12,14,0.784272617,0.018151096,1.05099678
None,entropy,33,128,0.792438489,0.01185187,16.24799776
None,gini,37,147,0.791161024,0.017365298,10.30299687
None,gini,34,178,0.788096215,0.018267908,12.54500103
None,entropy,38,84,0.797794328,0.019368487,10.18599987
None,entropy,30,109,0.797031629,0.017609803,13.2159965
None,entropy,9,56,0.797541507,0.019101397,7.252000093
None,gini,27,89,0.793201514,0.016849648,6.436997414
None,gini,38,113,0.791161675,0.012395097,8.748000622
None,entropy,29,68,0.791159721,0.016209032,8.328996897
None,entropy,18,42,0.792435882,0.015381577,5.077003241
None,gini,24,84,0.792181106,0.014063585,6.051002026
None,entropy,36,66,0.79243686,0.017111686,7.991999865
None,entropy,19,180,0.792438163,0.0177697,23.07699847
None,gini,36,162,0.792180455,0.020062342,11.53299856
None,gini,22,21,0.781967902,0.018026415,1.749999762
None,entropy,12,68,0.792437186,0.015739864,8.066999674
None,entropy,9,189,0.790903967,0.019046732,20.28199768
None,entropy,35,62,0.796011221,0.014005635,7.670002699
None,entropy,27,28,0.783758829,0.012877268,3.487000465
None,gini,37,28,0.784518597,0.022241629,2.055998564
None,entropy,27,18,0.784522506,0.01483227,2.281000853
None,entropy,7,150,0.788097519,0.01403787,13.90300369
None,gini,11,196,0.79397073,0.014928451,12.9609971
None,gini,16,158,0.792948041,0.01650413,11.42900062
None,gini,22,170,0.790137683,0.018343137,11.93000007
None,gini,32,78,0.791416126,0.014956167,5.530003071
None,entropy,33,111,0.794221271,0.018601499,13.57999873
None,gini,12,180,0.794479305,0.015915211,14.45499921
None,entropy,8,10,0.787080694,0.019990906,1.108997345
None,gini,15,120,0.794733756,0.015051748,8.43500042
None,entropy,8,91,0.796008614,0.019009315,9.237991571
None,gini,8,46,0.790141593,0.019283343,2.734003782
None,gini,39,195,0.793455313,0.020924171,15.09499741
None,gini,13,108,0.792438489,0.014604221,7.4480021
None,entropy,22,112,0.792181758,0.014330928,14.98200011
None,gini,37,171,0.793204447,0.014252793,12.13200474
None,entropy,27,96,0.790649842,0.018172305,11.58299637
None,entropy,34,147,0.791158743,0.016054787,18.20200324
None,entropy,30,68,0.797032932,0.016026403,9.183000088
None,gini,37,12,0.778396474,0.014121445,0.93699789
None,entropy,14,13,0.777119986,0.013072419,1.799999475
None,gini,26,166,0.794479305,0.01619963,11.9599998
None,entropy,21,172,0.792691636,0.016497466,20.68600202
None,gini,18,86,0.790906573,0.013124149,6.197001457
None,entropy,39,95,0.791160046,0.015994624,11.57500029
None,gini,31,154,0.790396369,0.012969979,11.97799706
None,entropy,8,96,0.792437186,0.018444042,9.789999962
None,gini,12,30,0.789627805,0.016460712,2.101003647
None,entropy,9,42,0.788351969,0.018145647,4.674997807
None,entropy,29,158,0.794223877,0.015593794,19.08999991
None,gini,38,142,0.790138987,0.013902507,10.17299986
None,gini,15,184,0.790907225,0.014793208,12.91899991
None,gini,12,104,0.795244937,0.015951968,7.230998516
None,gini,31,118,0.793967472,0.018585085,8.431003332
None,gini,31,105,0.791927633,0.017499813,7.408997774
None,entropy,20,87,0.791670902,0.015739109,10.62299681
None,entropy,34,94,0.79039474,0.015279938,11.36199927
None,entropy,31,191,0.79524624,0.013596798,22.92099643
None,entropy,16,120,0.789628783,0.019656998,14.55599737
None,entropy,14,17,0.785033362,0.017930685,2.113999844
None,entropy,8,92,0.789373355,0.019347217,10.87500262
None,gini,29,88,0.793457268,0.016635229,6.270000219
None,entropy,12,45,0.788607723,0.016802434,5.346999884
None,gini,8,128,0.79065082,0.016247978,7.185002089
None,entropy,38,169,0.792439792,0.013921657,20.36299992
None,entropy,26,111,0.788863802,0.015832114,13.33099914
None,entropy,29,172,0.793458571,0.016180581,21.10699821
None,entropy,11,38,0.790138335,0.021276079,4.395997286
None,entropy,27,107,0.792946086,0.015146526,14.30900455
None,entropy,10,79,0.790905922,0.01809943,8.903000355
None,gini,28,141,0.791414497,0.017445354,10.18999839
None,entropy,19,80,0.795755141,0.016326648,9.663998842
None,gini,22,160,0.790649191,0.014783761,11.34600019
None,gini,12,164,0.796522076,0.017978683,11.44700193
None,gini,9,35,0.793203469,0.017833893,2.171999454
None,gini,21,162,0.794735059,0.016024507,11.65400028
None,entropy,25,197,0.791415474,0.017729813,24.05999875
None,gini,9,115,0.793970404,0.01600554,7.198997259
None,entropy,15,138,0.794735385,0.016274534,16.48700047
None,entropy,8,95,0.798053992,0.015203326,11.44300342
None,gini,10,191,0.793713022,0.019812596,12.0929985
None,gini,7,11,0.780185772,0.014158434,0.665002346
None,entropy,20,106,0.791670902,0.01775987,14.26399732
None,gini,11,177,0.797285102,0.018921407,11.89899874
None,gini,30,28,0.788608049,0.010377359,2.119996786
None,gini,21,31,0.789883885,0.015195696,2.266000748
None,entropy,7,96,0.794734081,0.018917256,9.055000544
None,entropy,6,123,0.792440769,0.013479992,10.36800289
None,gini,12,75,0.79065082,0.017164196,5.173996687
None,gini,10,71,0.795244937,0.022194535,4.988001108
None,gini,37,131,0.790395718,0.015909731,10.95000052
None,entropy,25,73,0.789628457,0.018675281,8.896998405
None,gini,20,146,0.788864454,0.017163951,10.59499431
None,gini,9,26,0.788353924,0.019136004,1.648000956
None,gini,5,31,0.782482342,0.013395939,1.50600028
None,entropy,20,90,0.790650168,0.014230234,11.12900281
None,gini,19,156,0.794479631,0.017785918,11.23600054
None,entropy,18,137,0.793203469,0.014472062,16.43000054
None,gini,37,170,0.79167025,0.014835834,12.19999957
None,gini,34,143,0.793715954,0.01637582,10.0929966
None,gini,14,10,0.778649621,0.016073084,0.814996243
None,entropy,38,32,0.788096215,0.01444583,3.910998583
None,gini,27,160,0.788096867,0.014617068,11.23900056
None,entropy,10,83,0.79473571,0.017150122,9.309002876
None,gini,8,162,0.792693917,0.017670364,9.204003572
None,gini,13,139,0.791158743,0.019843276,9.622998238
None,gini,13,141,0.789114995,0.020132503,9.686003447
None,entropy,7,52,0.792184038,0.013902582,5.776000261
None,gini,19,183,0.789885188,0.016075613,12.87899947
None,entropy,24,196,0.794990161,0.014172409,25.02299595
None,gini,16,156,0.795244937,0.01625306,11.15499997
None,entropy,10,145,0.795245589,0.017828599,16.0759964
None,gini,36,35,0.78809589,0.019530397,2.560999632
None,gini,36,147,0.794736688,0.01679414,10.41099691
None,gini,5,38,0.774569943,0.008852932,1.681998491
None,gini,6,190,0.786313759,0.010976908,9.263999939
None,gini,31,26,0.788355227,0.011844518,1.930001497
None,gini,18,25,0.787586989,0.012637964,1.842000484
None,entropy,6,172,0.791161675,0.014831289,14.41099644
None,entropy,6,107,0.790142245,0.015281429,9.035997629
None,gini,31,195,0.793712696,0.017715956,13.86500359
None,entropy,8,39,0.789373681,0.014179686,4.025002718
None,entropy,34,163,0.79473343,0.018299524,19.93799877
None,entropy,36,177,0.790903967,0.017365454,21.51900029
None,entropy,9,18,0.789120533,0.017529187,2.004002333
None,gini,26,36,0.791416777,0.011997335,2.621999502
None,entropy,25,22,0.786311153,0.018682809,2.73900032
None,gini,14,185,0.793711718,0.017263065,13.10199594
None,entropy,36,69,0.791925353,0.017449933,8.398003578
None,gini,27,170,0.792437511,0.01550403,14.25599837
None,gini,5,66,0.781463562,0.009741313,2.926001549
None,entropy,11,136,0.797799541,0.013875767,15.68799758
None,entropy,7,171,0.792183061,0.013800694,15.99000072
None,gini,17,97,0.793967798,0.020499781,7.580000401
None,entropy,38,135,0.791668947,0.021054219,17.58700013
None,gini,25,31,0.785549431,0.010159425,2.300004005
None,gini,17,138,0.789886491,0.014435547,9.887001753
None,entropy,17,53,0.793455965,0.01976413,6.521002054
None,entropy,9,171,0.798055295,0.016098664,18.69099689
None,gini,23,74,0.796011221,0.018120955,5.891002655
None,gini,23,193,0.793204447,0.017381382,13.69199657
None,gini,37,98,0.79167416,0.01446859,6.945003033
None,gini,20,84,0.788352947,0.021576935,5.983003139
None,gini,16,81,0.791671879,0.011493098,5.722997904
None,entropy,33,181,0.794224855,0.014317466,22.22200012
None,entropy,17,55,0.788096867,0.018788031,6.639000893
None,gini,18,37,0.791923398,0.019901003,2.701000452
None,entropy,28,87,0.791159721,0.015249954,11.7670002
None,entropy,15,113,0.791926982,0.013080051,13.75300217
None,entropy,37,185,0.794989835,0.015173561,24.56899667
None,entropy,12,15,0.781202922,0.018077793,1.853997946
None,entropy,5,147,0.785035968,0.009650523,10.94399643
None,entropy,5,18,0.785801926,0.013735232,1.42200017
None,gini,21,76,0.791925353,0.01736009,5.407995462
None,entropy,38,178,0.793205424,0.012273369,21.45199823
None,gini,5,49,0.783506985,0.014882657,2.581996202
None,gini,15,183,0.792692288,0.016940487,13.78799725
None,gini,35,40,0.785543566,0.02138794,2.911002636
None,gini,25,43,0.794985925,0.020812138,3.127003193
None,entropy,13,87,0.789882256,0.019332789,10.30500436
None,entropy,7,112,0.789118904,0.015072592,10.54799938
None,entropy,22,84,0.790393763,0.013211715,10.17599845
None,gini,17,73,0.787073201,0.023015976,5.204999924
None,gini,30,119,0.793968449,0.017508196,8.472000122
None,entropy,35,150,0.793458571,0.01764496,17.98999906
None,gini,14,114,0.792693591,0.016055801,8.135000467
None,gini,20,65,0.791415148,0.016809955,4.700998306
None,entropy,21,136,0.791668947,0.018148564,16.30199981
None,gini,23,164,0.797798564,0.015680704,11.70000291
None,entropy,23,158,0.792949019,0.011901601,19.98500061
None,entropy,35,116,0.794478002,0.019231387,16.4860003
None,gini,33,90,0.79039474,0.016025535,6.463000774
None,gini,9,173,0.792184038,0.015261899,10.45799732
None,gini,21,138,0.791670902,0.017091858,9.825000763
None,entropy,39,31,0.787331887,0.015609024,3.833999872
None,gini,30,25,0.78120618,0.01468444,1.861997843
None,entropy,9,75,0.793456942,0.018769684,8.269996643
None,gini,32,102,0.795760354,0.015874546,7.319000483
None,entropy,37,108,0.791414171,0.019156079,13.05799937
None,gini,37,153,0.788095564,0.018095071,10.87999964
None,entropy,28,167,0.792182735,0.015788598,21.2490015
None,gini,23,119,0.790907551,0.014545095,8.381003618
None,entropy,35,144,0.789376939,0.013784523,17.71799827
None,entropy,26,39,0.79319956,0.018509974,4.734000683
None,entropy,33,96,0.793967798,0.018735701,11.56400228
None,entropy,30,73,0.793457594,0.014963212,8.947997808
None,gini,22,186,0.792692288,0.015258706,13.17300153
None,entropy,9,172,0.792691636,0.019179709,18.28599977
None,entropy,29,80,0.792434579,0.020065021,10.61700273
None,gini,29,177,0.79014029,0.016925517,12.61400199
None,entropy,11,148,0.795500039,0.019206487,17.31399894
None,entropy,27,188,0.792946086,0.017388792,22.67000031
None,entropy,10,192,0.794224203,0.018508732,21.76199722
None,gini,13,70,0.790649191,0.016586493,4.934999943
None,entropy,6,131,0.789118904,0.015266137,11.01399875
None,gini,24,104,0.792437186,0.015615016,7.406000614
None,gini,38,39,0.78554324,0.014474788,2.912997723
None,entropy,36,186,0.791925353,0.019227376,22.38599968
None,gini,29,131,0.794478328,0.017373929,10.82400227
None,gini,37,191,0.791161024,0.016873156,14.99399853
None,gini,33,133,0.790905596,0.01859982,9.501000404
None,entropy,25,125,0.79218078,0.015755683,15.20499682
None,entropy,22,119,0.794990812,0.016827114,15.72199845
None,entropy,19,171,0.792690984,0.015383143,20.46099949
None,entropy,28,94,0.793714651,0.016198597,11.29699779
None,entropy,36,61,0.788605768,0.01431804,7.517000914
None,gini,39,199,0.791416126,0.014598912,13.97900033
None,entropy,17,77,0.791415474,0.015199595,9.326002598
None,entropy,16,98,0.790903641,0.014779355,13.86200309
None,gini,6,78,0.791673508,0.013999152,3.811999321
None,entropy,19,87,0.792436534,0.016378354,10.48500299
None,entropy,25,123,0.794479957,0.016608575,15.03499746
None,entropy,39,109,0.79167025,0.015031321,13.14100289
None,entropy,20,36,0.785544543,0.015970826,4.411000013
None,gini,15,29,0.791929262,0.015613988,2.117998362
None,entropy,7,184,0.79243914,0.015251486,17.1249969
None,gini,31,108,0.790648213,0.016969468,7.639998198
None,gini,34,134,0.790648213,0.019369162,9.560003996
None,gini,14,164,0.791417103,0.013032171,11.45399928
None,gini,21,26,0.788863802,0.013843181,1.931998968
