PC,Criterion,Max Depth,Estimators,Mean CV Score,STD CV Score,Execution Time
None,entropy,38,48,0.787330584,0.015248317,5.912998915
None,gini,14,32,0.786565929,0.016183772,2.326001883
None,entropy,38,26,0.783503076,0.012414735,3.223000765
None,entropy,32,19,0.780690437,0.020476937,2.397999763
None,entropy,25,38,0.791160372,0.015430965,4.702000856
None,gini,19,44,0.792948367,0.013760278,3.242997169
None,gini,17,55,0.78886478,0.013485064,4.028000593
None,gini,32,40,0.790649842,0.016162129,2.95700264
None,gini,24,17,0.781717687,0.017062969,1.318000555
None,entropy,14,28,0.787074178,0.019741656,3.462001324
None,gini,29,109,0.791923724,0.015516627,9.406996965
None,entropy,14,77,0.789119556,0.018199548,9.294000864
None,entropy,24,161,0.793202492,0.017477002,19.75199986
None,gini,20,196,0.794224529,0.016540657,13.91699743
None,gini,26,105,0.788097519,0.01813184,7.463999271
None,gini,32,24,0.783758503,0.017747954,1.784000874
None,gini,11,46,0.793205098,0.017034545,3.120000362
None,gini,9,78,0.788863151,0.016145881,4.815001488
None,entropy,33,152,0.792181106,0.014542542,18.1869967
None,gini,6,120,0.788353598,0.012145456,5.779996634
None,gini,37,71,0.790647888,0.017686512,5.504002571
None,gini,12,49,0.788607071,0.01728659,3.422999382
None,gini,12,40,0.789118253,0.017739794,2.799999714
None,gini,23,107,0.796011872,0.019829177,7.697002888
None,gini,34,192,0.792182084,0.014481868,13.71999693
None,entropy,32,110,0.796009917,0.016102516,13.17499948
None,gini,15,26,0.790396369,0.01370098,1.956001759
None,entropy,30,179,0.78988421,0.016207514,21.97699952
None,gini,14,195,0.792692939,0.01409991,13.56100011
None,entropy,27,132,0.795499713,0.018182476,18.06900024
None,entropy,8,108,0.789883559,0.015393755,11.07000113
None,entropy,7,88,0.791416126,0.014864638,8.678998709
None,gini,25,54,0.792438815,0.016411501,3.929999352
None,gini,32,158,0.793457268,0.01665348,11.32299876
None,gini,17,190,0.793202166,0.018600684,13.51499891
None,gini,8,136,0.792695546,0.015596254,7.727997303
None,entropy,28,77,0.787843068,0.01632758,9.426999807
None,entropy,23,118,0.789372052,0.016496918,14.22799921
None,entropy,14,33,0.790903641,0.017125068,4.031002998
None,gini,6,62,0.790396369,0.012458127,3.060003757
None,gini,25,114,0.794480283,0.02160028,8.219000101
None,gini,38,90,0.793969753,0.018042244,6.478997231
None,gini,6,196,0.788611632,0.01226353,9.289999962
None,entropy,28,104,0.791671554,0.014504477,13.11800027
None,entropy,26,196,0.792437186,0.016286883,23.46799707
None,entropy,39,11,0.780692718,0.013064125,1.444002151
None,gini,7,139,0.790396369,0.015610459,7.318997145
None,gini,10,66,0.790647888,0.020543831,4.607002258
None,gini,36,156,0.789373355,0.015332639,11.26599669
None,gini,31,117,0.795501994,0.016024518,8.430999994
None,gini,11,184,0.790651471,0.01526542,12.24699974
None,entropy,26,46,0.79651947,0.018367817,5.626999855
None,entropy,30,140,0.794990812,0.014837625,16.79200125
None,entropy,36,103,0.790901686,0.01880023,12.52500081
None,gini,36,188,0.792948693,0.014178453,13.41100311
None,gini,7,163,0.790905596,0.016578239,8.519002676
None,entropy,32,64,0.790906248,0.012677081,8.85899806
None,entropy,10,46,0.79958493,0.020606723,5.265001059
None,gini,18,167,0.792947064,0.016030574,13.53000045
None,entropy,18,58,0.790903315,0.017838146,7.092999697
None,entropy,30,13,0.778655485,0.012044906,1.929000139
None,gini,8,16,0.785801926,0.0127003,0.986000299
None,gini,8,193,0.792952602,0.016888239,10.86299992
None,entropy,24,171,0.795245263,0.018198056,21.30405569
None,entropy,37,47,0.789630737,0.013838137,5.76599741
None,entropy,30,54,0.790647888,0.020128311,6.64000082
None,gini,6,119,0.789117927,0.017260931,6.650998116
None,gini,18,57,0.791417755,0.012139646,4.12699914
None,gini,11,190,0.791927633,0.017440653,13.21799994
None,entropy,19,61,0.792946086,0.016426551,7.469003439
None,gini,19,187,0.791671228,0.017578309,14.30799675
None,entropy,28,41,0.792947715,0.013630342,5.031996012
None,entropy,14,38,0.789882256,0.017899076,4.662004232
None,entropy,38,101,0.789373029,0.017315421,12.14199805
None,gini,25,82,0.791925678,0.018212801,5.803003311
None,gini,21,168,0.794221597,0.019399596,12.11100078
None,gini,5,100,0.782483971,0.009991196,4.30600071
None,entropy,24,61,0.794733756,0.014502097,7.467998028
None,gini,31,187,0.790904944,0.018620797,14.16800284
None,gini,30,27,0.781970183,0.018185659,2.436998844
None,gini,30,131,0.788863476,0.018656528,9.474998474
None,entropy,11,146,0.795499062,0.017847833,16.86199808
None,gini,23,112,0.792949344,0.020209654,8.012999296
None,gini,34,55,0.787332864,0.015657232,3.99200201
None,gini,18,137,0.796010895,0.019672127,9.826997042
None,entropy,26,34,0.788606094,0.016530211,4.220996857
None,gini,18,93,0.791670576,0.020328337,6.74000144
None,entropy,13,36,0.791159069,0.017166759,4.477002144
None,entropy,37,53,0.789629434,0.016260805,6.812000513
None,gini,6,88,0.786823638,0.00850033,4.286002398
None,entropy,22,163,0.793968449,0.017693538,23.02500081
None,entropy,39,100,0.79065082,0.016145682,12.80400205
None,entropy,19,23,0.784521529,0.015737905,2.864001036
None,gini,9,47,0.789886491,0.016711894,2.90499711
None,entropy,19,135,0.793458571,0.016732391,16.1899972
None,gini,8,186,0.793970078,0.016647812,10.66999984
None,gini,19,131,0.79294967,0.015670689,9.851997375
None,gini,39,186,0.790395392,0.015830622,13.35500169
None,gini,14,178,0.793459223,0.018125789,12.30199742
None,gini,32,120,0.791414823,0.018978862,8.539000273
None,gini,14,61,0.78783981,0.017056528,4.663002968
None,gini,22,34,0.785287161,0.019075118,2.465999842
None,entropy,20,166,0.793967798,0.017552083,20.35000038
None,gini,29,60,0.791417755,0.012218431,4.338000059
None,entropy,21,42,0.787583731,0.018322288,5.130000591
None,entropy,22,79,0.791414171,0.015132702,9.546999931
None,entropy,15,115,0.796264368,0.018608974,13.75500083
None,gini,13,138,0.790905596,0.016039759,9.531000376
None,entropy,19,159,0.790139638,0.016505098,19.49099851
None,entropy,32,45,0.788100777,0.016898746,5.481002569
None,gini,29,106,0.790905922,0.018753031,7.576999664
None,gini,17,170,0.78809589,0.018449606,12.01299858
None,entropy,34,128,0.793971707,0.014446609,15.51394582
None,gini,39,168,0.790904619,0.016093812,11.82499623
None,entropy,26,135,0.795499387,0.017901449,16.97800159
None,gini,15,41,0.789120533,0.013641092,3.185000658
None,entropy,10,170,0.791927633,0.014575071,19.66199684
None,gini,18,173,0.79243686,0.016211041,12.3099966
None,gini,25,156,0.797795957,0.017826441,13.49999952
None,entropy,10,166,0.794735059,0.015011769,18.45899892
None,gini,16,133,0.789374006,0.019211898,9.335999727
None,entropy,11,50,0.791161675,0.014270819,5.817998648
None,gini,38,112,0.794478328,0.018178395,8.096003056
None,entropy,6,81,0.787334167,0.014128485,7.016998291
None,entropy,5,46,0.785293025,0.008789957,3.434998035
None,gini,32,144,0.793713999,0.017159863,10.27999783
None,entropy,38,184,0.789884862,0.013410026,22.24100208
None,entropy,31,195,0.788864128,0.013229089,23.76699662
None,gini,19,60,0.788858915,0.021836648,4.312002897
None,gini,23,19,0.788352947,0.013767749,1.443997383
None,gini,25,160,0.79218078,0.016982335,11.34600377
None,gini,8,138,0.795501668,0.016349859,8.470997572
None,gini,25,24,0.787844046,0.014662734,1.752002716
None,gini,14,172,0.789118253,0.016700984,13.69700408
None,entropy,6,197,0.790397347,0.01433663,16.79799652
None,gini,16,199,0.794989183,0.017555339,15.76300335
None,entropy,35,92,0.790905596,0.015013252,11.17899704
None,gini,28,165,0.793458245,0.013960096,11.77200007
None,gini,19,52,0.79448126,0.015157023,3.787998676
None,entropy,19,152,0.794223226,0.017345258,18.42400146
None,gini,15,199,0.78962976,0.016863953,14.58099675
None,gini,11,163,0.79473571,0.015600691,10.92099953
None,gini,9,117,0.797288686,0.018569209,7.080000401
None,gini,18,69,0.790903315,0.017768216,5.007000685
None,entropy,10,84,0.79422518,0.014561035,9.444000721
None,gini,17,69,0.790138661,0.017717475,4.941999912
None,gini,22,164,0.79524396,0.020644165,14.10799956
None,entropy,27,115,0.790648865,0.015680968,14.81999874
None,entropy,5,116,0.784780541,0.013552696,8.587998152
None,entropy,29,89,0.78962976,0.018447969,10.74299932
None,gini,15,24,0.785033362,0.021465113,1.770999193
None,gini,15,23,0.783497863,0.02182198,1.692996979
None,gini,17,143,0.795501342,0.013833102,10.14300036
None,entropy,33,48,0.795501342,0.015543234,5.785997868
None,entropy,35,118,0.792946738,0.01641694,14.42799711
None,gini,11,188,0.789119556,0.018176811,13.31899977
None,gini,21,84,0.796777504,0.014878483,6.002003193
None,gini,27,123,0.794991464,0.019426523,9.478000402
None,gini,6,172,0.788353272,0.01609227,8.18600297
None,gini,34,172,0.792181432,0.013731305,12.40399933
None,entropy,8,152,0.796011221,0.018543133,15.39800024
None,gini,24,193,0.79422518,0.016899676,15.02399874
None,entropy,38,174,0.789118904,0.013904783,21.87299991
None,gini,25,167,0.792437511,0.014533525,12.05899692
None,entropy,7,75,0.789372052,0.016711728,7.058001041
None,gini,26,181,0.79218078,0.018328145,12.72300339
None,entropy,29,129,0.791926004,0.017463238,15.40799737
None,entropy,20,79,0.796520121,0.019790601,9.787998438
None,gini,6,90,0.785544218,0.014228685,4.276002884
None,entropy,39,40,0.791671228,0.014101433,5.128997564
None,gini,6,28,0.783503401,0.015984836,1.454000711
None,entropy,24,41,0.795499062,0.016854157,5.321000338
None,gini,14,194,0.791928611,0.01170848,13.73700047
None,gini,17,165,0.791924701,0.018118191,12.31299901
None,gini,11,63,0.790903641,0.018671503,4.306997061
None,gini,32,85,0.791672531,0.012799014,5.997000217
None,gini,26,168,0.790395392,0.015350923,11.97100329
None,entropy,15,71,0.795754164,0.016694606,8.648000002
None,gini,17,157,0.790904944,0.014626585,11.19500065
None,gini,18,183,0.792183061,0.0155292,13.0089438
None,gini,31,178,0.790395718,0.015175123,13.54199672
None,entropy,23,70,0.786566581,0.014693938,8.516000986
None,gini,21,66,0.79243686,0.017854991,4.737002611
None,gini,22,23,0.788864454,0.012416703,1.754003048
None,entropy,10,150,0.796265019,0.019270418,16.85699987
None,gini,9,141,0.795757422,0.012982273,8.539000988
None,entropy,27,42,0.793198908,0.0189866,5.999998331
None,entropy,16,51,0.786821357,0.011253515,6.307996273
None,gini,39,126,0.79397073,0.015404718,9.514995813
None,entropy,21,143,0.795500039,0.01442696,17.4349978
None,entropy,8,150,0.794224855,0.017526098,15.05300212
None,gini,13,71,0.787840136,0.015822049,5.897000551
None,entropy,13,96,0.793457268,0.01868309,11.37799716
None,entropy,5,179,0.782738747,0.01264494,14.18199778
None,entropy,29,178,0.790903967,0.017536458,21.55399942
None,gini,13,15,0.782990265,0.015323517,1.13599968
None,entropy,6,125,0.787333516,0.014368256,10.46199989
None,gini,34,114,0.79014029,0.012578279,8.073001385
None,gini,11,12,0.778138113,0.022726802,0.911000252
None,entropy,15,50,0.790649517,0.01624571,6.140996695
None,entropy,15,132,0.789630086,0.015862525,15.77099752
None,entropy,28,166,0.793712044,0.016975743,19.9849999
None,entropy,31,62,0.788609026,0.016331435,7.542001724
None,gini,5,47,0.782738747,0.014198956,2.469997168
None,entropy,30,194,0.793456291,0.015807765,23.2299974
None,entropy,12,28,0.788095564,0.016889531,3.362999201
None,entropy,7,128,0.790141919,0.013258843,12.63799953
None,entropy,7,172,0.793458571,0.017214489,16.258003
None,gini,35,195,0.792693917,0.016449796,13.81200242
None,entropy,13,149,0.791159395,0.017178893,19.38900208
None,gini,29,44,0.79397073,0.014236623,3.161999702
None,gini,24,87,0.798052363,0.021155354,6.155000448
None,entropy,9,94,0.797542484,0.021147794,10.24300003
None,gini,21,129,0.790651797,0.01621397,9.25599885
None,entropy,38,193,0.793200863,0.019014824,23.2559998
None,entropy,14,175,0.793969101,0.014929325,21.13200045
None,gini,8,58,0.788609026,0.01699858,3.370001078
None,entropy,36,40,0.785286509,0.020286301,5.417997599
None,entropy,30,153,0.791671879,0.014388064,18.87099624
None,gini,28,157,0.793456616,0.017125221,11.80000305
None,entropy,31,114,0.79345792,0.016724632,13.71800303
None,gini,20,179,0.792691636,0.016812205,12.58099771
None,gini,26,20,0.785289441,0.011269174,1.526999235
None,gini,14,50,0.792437511,0.016540784,4.087996721
None,entropy,10,99,0.79422518,0.018233427,11.96599984
None,gini,39,115,0.795754815,0.017338489,8.208000422
None,entropy,22,100,0.794478979,0.01612182,13.16600156
None,entropy,37,22,0.788609352,0.020046361,2.729001045
None,gini,29,95,0.788605768,0.018609897,8
None,entropy,22,56,0.790651146,0.015858802,6.788996935
None,gini,29,97,0.796010895,0.015084114,6.90199995
None,entropy,21,124,0.793968775,0.014289332,14.8399992
None,entropy,19,174,0.790647562,0.017036611,21.19699907
None,entropy,39,59,0.792944457,0.022663848,7.189002514
None,gini,38,75,0.790139312,0.014717015,5.369950533
None,gini,37,85,0.791924375,0.0202248,6.044001102
None,entropy,8,129,0.791926004,0.016795275,13.2369976
None,gini,20,173,0.789374332,0.016645089,12.32799983
None,gini,29,16,0.781966273,0.021727539,1.248002768
None,gini,15,153,0.787330584,0.01511941,10.99499965
None,gini,11,176,0.793969753,0.018111024,11.68499923
None,entropy,23,98,0.793203795,0.018623342,11.87499738
None,entropy,23,27,0.787079065,0.011812568,3.326946735
None,entropy,11,81,0.793713999,0.018530878,9.371002913
None,gini,12,124,0.795501342,0.016432278,8.520999193
None,entropy,27,29,0.792948693,0.013371831,3.534997463
None,gini,34,185,0.792691962,0.016239126,13.54099751
None,gini,31,137,0.794222574,0.01772505,9.882002592
None,entropy,11,127,0.792690984,0.016206745,15.82900023
None,gini,9,152,0.792947064,0.019544108,9.256998301
None,gini,8,163,0.791673508,0.016959367,9.222998142
None,entropy,37,14,0.787336122,0.013292077,1.750999689
None,entropy,19,148,0.79090527,0.014374266,18.46999788
None,gini,12,96,0.794478002,0.024792519,6.997998476
None,entropy,14,14,0.776349467,0.023014078,1.787999868
None,entropy,8,160,0.797032932,0.019772394,16.197999
None,gini,26,172,0.790904293,0.018006947,12.23599815
None,entropy,29,61,0.791415148,0.017969948,7.400003433
None,gini,11,139,0.793459223,0.01572147,9.321998596
None,gini,19,88,0.793455965,0.017171133,7.580999374
None,gini,23,157,0.792693265,0.014296484,11.38800097
None,gini,11,153,0.793202166,0.015383952,10.17200065
None,gini,37,13,0.784265775,0.020502068,1.119997025
None,entropy,37,85,0.792690007,0.019300089,10.38700366
None,gini,29,61,0.789115972,0.016943671,5.281002522
None,gini,33,62,0.789118253,0.018517819,4.458003998
None,gini,7,18,0.781460956,0.012379712,1.002998114
None,entropy,20,193,0.793202492,0.016162759,23.04800248
None,entropy,35,188,0.792690659,0.016432047,22.6459403
None,gini,32,145,0.791671228,0.012867645,10.32699776
None,entropy,16,10,0.777120312,0.00954949,1.425997257
None,gini,22,51,0.792693591,0.014338551,3.662000179
None,gini,37,78,0.793710089,0.020931411,5.558999538
None,entropy,30,112,0.790140616,0.016433664,13.83199811
None,gini,36,49,0.790652449,0.015255531,3.862999439
None,entropy,8,70,0.789885839,0.014465223,7.215998411
None,gini,23,29,0.788351643,0.017451823,2.122999907
None,entropy,12,56,0.792184364,0.017033057,6.630992174
None,entropy,20,195,0.795501016,0.014946053,23.66700006
None,entropy,30,111,0.794479305,0.0188913,13.97599936
None,gini,19,57,0.791670576,0.013877925,4.086999893
None,entropy,5,93,0.784014583,0.014069534,7.001999617
None,gini,29,11,0.777883337,0.01742694,0.968998432
None,entropy,5,52,0.781717687,0.012586011,4.662998199
None,entropy,26,133,0.792436534,0.01511595,15.96899748
None,entropy,24,176,0.792435882,0.017906343,21.44099641
None,entropy,35,70,0.794987554,0.017790065,8.649003267
None,entropy,22,167,0.790393437,0.017290421,20.91900301
None,entropy,36,47,0.790906573,0.011081878,5.695997953
None,entropy,9,99,0.793968124,0.019331726,10.6170001
None,entropy,10,103,0.792181106,0.01973146,11.52799988
None,entropy,10,181,0.79524396,0.022278242,20.30800366
None,entropy,14,164,0.794732778,0.019392122,20.75900054
None,gini,8,32,0.789374006,0.017763471,1.881998777
None,entropy,19,157,0.793203469,0.014062952,18.7989974
None,entropy,8,119,0.797289337,0.014661773,13.10299945
None,gini,13,170,0.789630086,0.013776363,11.92499852
None,entropy,5,171,0.783249928,0.01144384,12.53799653
None,entropy,35,96,0.789117927,0.013587954,11.61899757
None,entropy,19,104,0.792180129,0.017276214,14.73599935
None,gini,33,145,0.793458245,0.017536319,10.31600165
None,entropy,8,77,0.788096541,0.013889612,7.924046278
None,gini,21,22,0.785033688,0.016035147,1.754002571
None,entropy,16,37,0.787585034,0.016451271,4.645002365
None,gini,33,80,0.793202818,0.015750888,5.691000223
None,entropy,33,190,0.79192633,0.020239663,25.6469996
None,gini,30,69,0.788863151,0.012513173,4.895002365
None,entropy,18,71,0.791415474,0.013617409,8.533000231
None,entropy,21,195,0.789884862,0.010430405,24.76500177
None,entropy,19,65,0.791163304,0.015788543,7.883999825
None,entropy,38,112,0.787586989,0.011671783,13.54800153
None,entropy,12,51,0.79014257,0.014035085,6.163000107
None,gini,37,109,0.792436208,0.01731201,7.865997076
None,gini,19,67,0.786819728,0.017706176,4.780003071
None,gini,36,109,0.790392785,0.017617529,8.361997128
None,entropy,14,146,0.794220619,0.019988411,17.38500166
None,gini,30,98,0.790904944,0.01807268,7.04399991
None,gini,15,179,0.792949996,0.012782077,12.72200155
None,entropy,20,156,0.792435557,0.016703883,19.51599932
None,entropy,15,73,0.790393763,0.016674338,8.839000225
None,gini,35,66,0.785796713,0.023043563,4.706004143
None,gini,9,193,0.792181432,0.016566898,12.13300014
None,gini,36,184,0.79243914,0.017141571,13.11499977
None,entropy,28,147,0.794224203,0.016404956,17.76699638
None,gini,32,172,0.792694242,0.012088086,12.10300183
None,gini,16,40,0.791925353,0.018109009,3.455051661
None,gini,14,71,0.790903641,0.018318743,4.917999744
None,entropy,26,23,0.788857286,0.022517185,2.965003014
None,gini,9,62,0.790395718,0.018381677,3.772999763
None,gini,8,55,0.793713999,0.019164915,3.213002443
None,entropy,34,13,0.782991894,0.011514296,1.678002596
None,gini,26,196,0.795500365,0.018122159,14.08299899
None,entropy,26,64,0.789880952,0.019313087,9.299999714
None,entropy,26,159,0.793202818,0.015874668,19.18300247
None,gini,31,133,0.798563544,0.0179666,9.609999418
None,entropy,17,106,0.792181432,0.016901083,12.71400237
None,gini,30,121,0.792945761,0.018657019,8.787997246
None,entropy,29,15,0.781970834,0.013185194,1.875003815
None,gini,24,37,0.7921785,0.019559405,2.903999567
None,gini,6,99,0.788865757,0.01272448,4.688996553
None,gini,25,58,0.787843068,0.019925321,4.239999533
None,gini,36,127,0.793969427,0.016401726,9.229997873
None,gini,5,56,0.782736792,0.014809377,2.460996151
None,entropy,32,131,0.789628131,0.015970816,16.37999654
None,entropy,38,62,0.790394089,0.016155951,7.530997515
None,entropy,30,124,0.79090527,0.013680508,14.96800208
None,gini,19,96,0.792949344,0.015940598,6.944997549
None,entropy,35,170,0.794478654,0.019255136,20.44700313
None,gini,12,86,0.79218078,0.018940858,5.881002665
None,gini,12,35,0.78657049,0.007216012,2.442000151
None,entropy,26,28,0.793714325,0.012395851,3.467998028
None,gini,18,27,0.789882907,0.020421273,1.992000103
None,entropy,38,179,0.791927959,0.01293773,21.58999944
None,entropy,27,88,0.792946086,0.01790368,10.72500324
None,gini,21,133,0.792948041,0.018906153,9.422000885
None,entropy,15,147,0.796522402,0.013768236,18.99305534
None,entropy,32,32,0.785544543,0.015661442,4.238002062
None,entropy,24,92,0.796776853,0.014102766,11.16499925
None,entropy,37,49,0.790138009,0.017978559,6.025000334
None,entropy,37,88,0.789627479,0.015818197,10.71400285
None,gini,17,33,0.793204447,0.013207385,2.435003519
None,entropy,12,76,0.789117601,0.016354503,9.018999577
None,gini,21,72,0.792691636,0.01847366,5.178001881
None,gini,6,83,0.788864454,0.016212696,4.166002274
None,gini,26,178,0.793713022,0.016551909,13.34199977
None,entropy,29,110,0.78988421,0.011954712,13.8930006
None,entropy,16,118,0.799328525,0.017159329,14.30700088
None,entropy,9,194,0.793458897,0.016475801,20.64200044
None,entropy,6,170,0.791162653,0.012297572,15.0340004
None,entropy,21,197,0.794736362,0.015421602,23.56800008
None,entropy,29,88,0.794224203,0.015610178,11.01700425
None,gini,31,24,0.788097193,0.01554379,1.811996698
None,entropy,34,146,0.7893714,0.017647635,18.8889997
None,entropy,6,103,0.788611307,0.012737696,8.613001823
None,entropy,18,66,0.793455965,0.01876368,8.192997932
None,gini,22,166,0.793205098,0.013921272,11.68599582
None,entropy,11,117,0.786567558,0.013106938,13.67700267
None,entropy,38,36,0.792690659,0.015848073,4.383001566
None,gini,39,105,0.788608049,0.014575904,7.511002541
None,entropy,22,50,0.786310501,0.018066804,6.141000032
None,gini,31,111,0.792183061,0.015902826,7.914000273
None,gini,30,82,0.788610003,0.015314595,6.240000725
None,gini,21,187,0.790906573,0.012036514,13.24700308
None,gini,35,165,0.790904619,0.014156677,11.85199904
None,gini,19,185,0.793457268,0.017456821,13.05400085
None,entropy,15,36,0.790905922,0.017096921,4.44900012
None,entropy,16,195,0.791672205,0.011878026,23.36700058
None,gini,28,192,0.792948367,0.015870909,13.65499687
None,entropy,11,173,0.79652175,0.018567213,19.79600286
None,entropy,35,146,0.79422518,0.016711304,19.48800015
None,entropy,25,61,0.789370748,0.01836314,7.504999638
None,entropy,16,100,0.791925353,0.013852686,11.95300293
None,gini,7,80,0.790396369,0.015057329,4.277000189
None,gini,14,19,0.780948146,0.015333932,1.389996767
None,gini,19,75,0.792182084,0.016599011,5.479002953
None,entropy,20,38,0.78426382,0.021179711,4.662000418
None,entropy,7,42,0.786822008,0.015810661,3.977998972
None,gini,23,24,0.788862173,0.013671494,1.962003708
None,entropy,32,29,0.788608374,0.01374288,3.78999424
None,gini,37,182,0.795756444,0.016626273,15.5589993
None,gini,32,156,0.793715954,0.014458693,11.23099971
None,gini,7,17,0.786311804,0.016718877,0.988996506
None,entropy,28,134,0.791161675,0.015434872,16.44699979
None,entropy,36,168,0.793713347,0.015006942,21.38704419
None,gini,38,119,0.793204121,0.018298308,8.486996174
None,gini,39,81,0.791414171,0.018835217,7.108003616
None,gini,9,70,0.793967798,0.020779923,4.31799984
None,gini,15,173,0.789627805,0.019414964,12.14700317
None,entropy,28,107,0.790648213,0.017592418,12.92499685
None,entropy,18,193,0.793714651,0.011576331,23.51700091
None,entropy,25,158,0.790138987,0.013997239,18.91999626
None,entropy,36,16,0.778140068,0.013522518,2.04999876
None,gini,24,172,0.789374332,0.013464247,12.24200344
None,entropy,37,21,0.782734511,0.015528677,2.591995239
None,gini,36,177,0.793460526,0.014524949,13.12999749
None,entropy,33,109,0.791417429,0.015720046,13.12999988
None,gini,35,129,0.79294967,0.013308263,9.152997255
None,gini,16,102,0.790396369,0.014798325,7.211999655
None,entropy,19,114,0.792946412,0.016323979,13.73999977
None,entropy,24,162,0.791668296,0.018633668,19.68300033
None,entropy,20,47,0.79090527,0.012326995,5.702996969
None,entropy,15,190,0.794224855,0.013522154,22.71200085
None,gini,23,15,0.77456473,0.015895213,1.165999651
None,gini,23,35,0.781714103,0.016975897,2.617999077
None,gini,35,173,0.789883559,0.01663359,12.15300083
None,entropy,36,57,0.79294967,0.012529931,6.905001402
None,gini,7,131,0.787590247,0.013720542,6.912003517
None,gini,8,91,0.787333842,0.013948105,5.493002176
None,entropy,32,139,0.793714976,0.011851363,16.76200056
None,gini,18,64,0.794224855,0.017269712,4.544000387
None,gini,21,95,0.792436208,0.019129938,6.941996813
None,gini,5,32,0.776100881,0.009912977,1.476002693
None,gini,13,132,0.790392134,0.023840578,9.197002649
None,gini,36,154,0.788606094,0.017316551,11.01400304
None,gini,27,193,0.791671554,0.013887905,13.777004
None,entropy,39,150,0.79498788,0.019383571,18.03200006
None,entropy,31,185,0.791670576,0.016983464,26.64200044
None,entropy,23,112,0.794223551,0.014651918,13.54799747
None,gini,22,187,0.791926004,0.017330592,13.38800287
None,entropy,15,82,0.791415474,0.014920541,9.855003834
None,gini,35,106,0.790647888,0.020894549,7.723002911
None,entropy,5,149,0.785548127,0.013124975,11.33100009
None,gini,26,104,0.789371726,0.018804239,8.125001907
None,gini,32,14,0.77992676,0.016305276,1.094998598
None,gini,34,180,0.792946738,0.015478602,15.61100078
None,gini,24,89,0.789373681,0.014587916,6.489001513
None,entropy,31,177,0.791414497,0.0161291,21.35299921
None,gini,34,171,0.794479957,0.016387948,12.55999827
None,entropy,13,176,0.791161675,0.016920475,22.02599692
None,gini,34,148,0.79039474,0.014443597,10.64000034
None,gini,31,37,0.790904944,0.01722386,2.699999332
None,gini,22,66,0.789118904,0.016077931,4.775003195
None,entropy,17,117,0.794479305,0.014900348,14.27200127
None,entropy,6,119,0.790140941,0.01206516,10.97400045
None,gini,39,189,0.791671228,0.01693559,14.33799911
None,gini,28,133,0.795246892,0.013538316,9.485002995
None,gini,8,82,0.791927633,0.01766368,4.73500061
None,entropy,12,154,0.791672857,0.015145014,18.02099895
None,gini,19,147,0.793711067,0.019013846,10.49399948
None,entropy,14,61,0.791926004,0.015526464,7.284003019
None,entropy,28,47,0.792180455,0.016263179,5.741999626
None,entropy,21,34,0.790396043,0.010032396,4.209997892
None,gini,13,106,0.790904944,0.019327237,7.424999475
None,gini,32,113,0.792435882,0.01640411,8.061000586
None,entropy,39,81,0.784777608,0.017825391,9.822000027
None,gini,22,86,0.788350014,0.0190934,6.136002302
None,gini,32,77,0.791416777,0.01427563,5.551998615
None,entropy,16,14,0.776351422,0.018825403,1.77900219
None,entropy,11,89,0.788097193,0.01867949,10.39299703
None,gini,38,68,0.790906248,0.012902538,4.881999493
None,entropy,31,150,0.789372703,0.017109797,18.07799935
None,entropy,36,144,0.791413519,0.018046595,17.8819952
None,gini,15,10,0.782736792,0.014139576,0.793001652
None,entropy,27,64,0.784779889,0.01559532,7.737999201
None,gini,11,113,0.792949019,0.015654575,7.536998749
None,entropy,16,93,0.794479631,0.015347211,13.35600019
None,entropy,16,170,0.794224529,0.016796375,20.36500096
None,gini,5,87,0.786314411,0.011852741,3.782997608
None,gini,14,75,0.797800193,0.014281238,5.305000305
None,entropy,23,107,0.793459223,0.017129873,12.92899966
None,gini,33,162,0.793203143,0.017660317,13.35599995
None,gini,19,124,0.792181432,0.015470094,10.1900003
None,entropy,36,21,0.788350992,0.017148581,2.635998487
None,gini,14,167,0.793969101,0.01577769,11.83999968
None,gini,33,13,0.781715081,0.018877694,1.012000322
None,gini,12,108,0.789626828,0.019274684,7.559001923
None,entropy,20,49,0.796265019,0.018393822,6.046998501
None,entropy,31,18,0.783501447,0.024075603,2.382999659
None,gini,34,107,0.788606745,0.016024099,9.340002537
None,gini,12,183,0.79601285,0.017497291,12.56900191
None,gini,33,83,0.790395066,0.016596534,6.178996563
None,gini,38,176,0.790649842,0.01709946,12.48400044
None,entropy,27,130,0.795500365,0.016309054,15.58499765
None,entropy,34,81,0.790903967,0.01753513,9.816999674
None,gini,10,94,0.792691636,0.019663555,6.004000425
None,entropy,31,25,0.788346756,0.022899087,3.129000187
None,entropy,21,37,0.791672531,0.015635761,5.154000759
None,entropy,16,36,0.792946738,0.019045143,4.462000847
None,gini,16,95,0.790140616,0.01368762,6.788003206
None,entropy,27,10,0.765377147,0.013476719,1.314003706
None,gini,33,172,0.792437186,0.016915686,12.523
None,entropy,25,128,0.789883885,0.016469981,15.40199733
None,entropy,15,137,0.791414823,0.014554433,16.27199864
None,gini,5,161,0.783249603,0.011791219,6.994002104
None,entropy,18,52,0.791158417,0.016963274,6.348000765
None,entropy,29,174,0.797029674,0.019811173,20.93599653
None,gini,31,134,0.793713673,0.018159982,9.515996933
None,gini,25,60,0.787331887,0.019384436,4.307996511
